conversation_id,conn_id,local_start_time,call_date,month,agent_id,duration_seconds,channel,service_area,transcript_text
conv_1161,c01161,2025-02-04 10:47:57,2025-02-04,2025-02,2019,696,Voice,Telecom Postpaid Care,"Agente: Buenos días, gracias por comunicarte con atención al cliente.
Cliente: No funciona internet desde ayer y estoy sin señal.
Agente: Me confirma su nombre y número por favor.
Agente: ¿Me puede indicar más detalles del inconveniente?
Agente: Permanezca en línea mientras reviso su caso.
Total de silencio/hold detectado: 0:53
Agente: Quedó generada la orden técnica para revisar la conectividad del servicio.
Agente: Gracias por contactarnos, que tenga buen día."
conv_1162,c01162,2025-02-04 11:53:42,2025-02-04,2025-02,2028,528,Voice,Telecom Postpaid Care,"Agente: Hola, gracias por contactarte con servicio al cliente.
Cliente: La aplicación me da error cuando intento realizar el pago.
Agente: Voy a validar sus datos antes de continuar.
Agente: ¿Me puede indicar más detalles del inconveniente?
Agente: Permanezca en línea mientras reviso su caso.
Total de silencio/hold detectado: 0:39
Agente: Voy a indicarle un método alternativo de pago mientras se revisa la incidencia digital.
Agente: Gracias por contactarnos, que tenga buen día."
conv_1163,c01163,2025-02-04 17:58:28,2025-02-04,2025-02,2022,591,Voice,Telecom Postpaid Care,"Agente: Buenas tardes, gracias por llamar a soporte.
Cliente: Tengo una diferencia de cobro y quiero revisarla.
Agente: Me confirma su rut por favor.
Agente: ¿Qué mensaje le aparece exactamente?
Agente: Voy a ingresar un ajuste por facturación y quedará reflejado en su próximo estado de cuenta.
Agente: Hasta luego y gracias por llamar."
conv_1164,c01164,2025-02-04 13:35:33,2025-02-04,2025-02,2025,604,Voice,Telecom Postpaid Care,"Cliente: Mi servicio está intermitente y no puedo navegar.
Agente: Me confirma su nombre y número por favor.
Agente: Lamento lo ocurrido, revisemos el caso.
Agente: ¿Qué mensaje le aparece exactamente?
Agente: Un momento por favor, voy a revisar su cuenta.
Total de silencio/hold detectado: 2:21
Agente: Registré una incidencia técnica y se escalará al área correspondiente.
Agente: Hasta luego y gracias por llamar."
conv_1165,c01165,2025-02-04 08:00:31,2025-02-04,2025-02,2005,531,Voice,Telecom Postpaid Care,"Cliente: Tengo una diferencia de cobro y quiero revisarla.
Cliente: Entiendo, necesito resolverlo hoy si es posible.
Agente: Voy a validar sus datos antes de continuar.
Agente: Lamento lo ocurrido, revisemos el caso.
Agente: ¿Desde cuándo ocurre este problema?
Agente: Le pido unos segundos por favor.
Total de silencio/hold detectado: 0:56
Agente: Voy a ingresar un ajuste por facturación y quedará reflejado en su próximo estado de cuenta.
Agente: Hasta luego y gracias por llamar."
conv_1166,c01166,2025-02-04 14:28:21,2025-02-04,2025-02,2013,580,Voice,Telecom Postpaid Care,"Agente: Buenas tardes, gracias por llamar a soporte.
Cliente: Tengo una diferencia de cobro y quiero revisarla.
Agente: Lamento lo ocurrido, revisemos el caso.
Agente: ¿Desde cuándo ocurre este problema?
Agente: Voy a ingresar un ajuste por facturación y quedará reflejado en su próximo estado de cuenta.
Agente: Gracias por contactarnos, que tenga buen día."
conv_1167,c01167,2025-02-04 08:17:58,2025-02-04,2025-02,2029,667,Voice,Telecom Postpaid Care,"Agente: Hola, gracias por contactarte con servicio al cliente.
Cliente: Estoy evaluando cambiar de plan este mes.
Agente: Lamento lo ocurrido, revisemos el caso.
Agente: ¿Desde cuándo ocurre este problema?
Agente: Voy a revisar las opciones comerciales y las condiciones del nuevo plan.
Agente: Hasta luego y gracias por llamar."
conv_1168,c01168,2025-02-04 14:33:31,2025-02-04,2025-02,2009,354,Voice,Telecom Postpaid Care,"Agente: Hola, gracias por contactarte con servicio al cliente.
Cliente: Estoy consultando por el proceso de portabilidad del número.
Agente: Lamento lo ocurrido, revisemos el caso.
Agente: ¿Desde cuándo ocurre este problema?
Agente: Permanezca en línea mientras reviso su caso.
Total de silencio/hold detectado: 0:48
Agente: Voy a informarle las condiciones y pasos del proceso de portabilidad.
Agente: Hasta luego y gracias por llamar."
conv_1169,c01169,2025-02-04 11:03:24,2025-02-04,2025-02,2019,631,Voice,Telecom Postpaid Care,"Agente: Hola, gracias por contactarte con servicio al cliente.
Cliente: No puedo pagar desde la app y necesito ayuda.
Agente: Me confirma su rut por favor.
Agente: Comprendo la situación, dame un momento.
Agente: ¿Desde cuándo ocurre este problema?
Agente: Permanezca en línea mientras reviso su caso.
Total de silencio/hold detectado: 1:52
Agente: Voy a derivar el caso al área especializada para continuar con la gestión.
Agente: Hasta luego y gracias por llamar."
conv_1170,c01170,2025-02-04 16:09:42,2025-02-04,2025-02,2025,605,Voice,Telecom Postpaid Care,"Agente: Hola, gracias por contactarte con servicio al cliente.
Cliente: Quiero cancelar porque no estoy conforme.
Cliente: Ya llamé antes y sigo con el mismo problema.
Agente: Me confirma su nombre y número por favor.
Agente: ¿Qué mensaje le aparece exactamente?
Total de silencio/hold detectado: 0:37
Agente: Le explicaré el proceso de cancelación y los pasos siguientes.
Agente: Hasta luego y gracias por llamar."
conv_1171,c01171,2025-02-04 16:28:37,2025-02-04,2025-02,2014,585,Voice,Telecom Postpaid Care,"Agente: Buenas tardes, gracias por llamar a soporte.
Cliente: Llamo por el estado de mi reclamo anterior.
Agente: Entiendo su molestia y voy a ayudarle.
Agente: Un momento por favor, voy a revisar su cuenta.
Total de silencio/hold detectado: 2:30
Agente: Le entregaré el estado actual del reclamo y los siguientes pasos."
conv_1172,c01172,2025-02-04 16:18:37,2025-02-04,2025-02,2018,629,Voice,Telecom Postpaid Care,"Agente: Hola, gracias por contactarte con servicio al cliente.
Cliente: La aplicación me da error cuando intento realizar el pago.
Agente: Me confirma su rut por favor.
Agente: Voy a indicarle un método alternativo de pago mientras se revisa la incidencia digital."
conv_1173,c01173,2025-02-04 15:52:13,2025-02-04,2025-02,2030,638,Voice,Telecom Postpaid Care,"Agente: Buenas tardes, gracias por llamar a soporte.
Cliente: La aplicación me da error cuando intento realizar el pago.
Cliente: No me solucionan nada y me siguen cobrando mal.
Agente: Me confirma su nombre y número por favor.
Agente: Lamento lo ocurrido, revisemos el caso.
Agente: ¿Me puede indicar más detalles del inconveniente?
Total de silencio/hold detectado: 2:27
Agente: Voy a indicarle un método alternativo de pago mientras se revisa la incidencia digital.
Agente: Hasta luego y gracias por llamar."
conv_1174,c01174,2025-02-04 11:05:15,2025-02-04,2025-02,2026,511,Voice,Telecom Postpaid Care,"Cliente: Necesito información porque quiero portar mi línea.
Agente: Necesito corroborar su información.
Agente: ¿Me puede indicar más detalles del inconveniente?
Agente: Le detallaré la documentación y los plazos asociados a la portabilidad."
conv_1175,c01175,2025-02-04 10:33:28,2025-02-04,2025-02,2008,378,Voice,Telecom Postpaid Care,"Cliente: Tengo una diferencia de cobro y quiero revisarla.
Agente: Me confirma su rut por favor.
Agente: ¿Desde cuándo ocurre este problema?
Agente: Dejé registrada la revisión del cobro y recibirá la regularización correspondiente."
conv_1176,c01176,2025-02-04 16:43:46,2025-02-04,2025-02,2010,425,Voice,Telecom Postpaid Care,"Agente: Buenos días, gracias por comunicarte con atención al cliente.
Cliente: Tengo una diferencia de cobro y quiero revisarla.
Cliente: No me solucionan nada y me siguen cobrando mal.
Agente: Le pido unos segundos por favor.
Total de silencio/hold detectado: 1:34
Agente: Dejé registrada la revisión del cobro y recibirá la regularización correspondiente.
Agente: ¿Hay algo más en que pueda ayudarle? Hasta luego."
conv_1177,c01177,2025-02-04 13:48:03,2025-02-04,2025-02,2019,606,Voice,Telecom Postpaid Care,"Cliente: Llamo por el estado de mi reclamo anterior.
Agente: Me confirma su rut por favor.
Agente: Comprendo la situación, dame un momento.
Agente: Le entregaré el estado actual del reclamo y los siguientes pasos.
Agente: ¿Hay algo más en que pueda ayudarle? Hasta luego."
conv_1178,c01178,2025-02-04 15:18:10,2025-02-04,2025-02,2010,567,Voice,Telecom Postpaid Care,"Agente: Buenos días, gracias por comunicarte con atención al cliente.
Cliente: Me aparece un cobro que no reconozco en mi facturación.
Agente: Lamento lo ocurrido, revisemos el caso.
Agente: Le pido unos segundos por favor.
Total de silencio/hold detectado: 1:33
Agente: Voy a ingresar un ajuste por facturación y quedará reflejado en su próximo estado de cuenta.
Agente: Gracias por contactarnos, que tenga buen día."
conv_1179,c01179,2025-02-04 16:52:47,2025-02-04,2025-02,2028,533,Voice,Telecom Postpaid Care,"Agente: Buenos días, gracias por comunicarte con atención al cliente.
Cliente: Quiero revisar una opción de plan con más gigas.
Agente: Voy a validar sus datos antes de continuar.
Agente: Lamento lo ocurrido, revisemos el caso.
Agente: Le indicaré las alternativas disponibles para el cambio de plan.
Agente: ¿Hay algo más en que pueda ayudarle? Hasta luego."
conv_1180,c01180,2025-02-04 12:25:16,2025-02-04,2025-02,2013,500,Voice,Telecom Postpaid Care,"Cliente: Quiero revisar el avance del reclamo que ya había reportado.
Cliente: Estoy bastante incómodo porque no me han dado solución.
Agente: Necesito corroborar su información.
Agente: Entiendo su molestia y voy a ayudarle.
Total de silencio/hold detectado: 1:08
Agente: Voy a derivar el caso al área especializada para continuar con la gestión.
Agente: ¿Hay algo más en que pueda ayudarle? Hasta luego."
conv_1181,c01181,2025-02-04 13:49:27,2025-02-04,2025-02,2013,536,Voice,Telecom Postpaid Care,"Cliente: Estoy evaluando terminar el servicio este mes.
Cliente: Estoy molesto porque nadie me ha solucionado nada.
Agente: Voy a validar sus datos antes de continuar.
Agente: ¿Me puede indicar más detalles del inconveniente?
Agente: Voy a derivar el caso al área especializada para continuar con la gestión.
Agente: Gracias por contactarnos, que tenga buen día."
conv_1182,c01182,2025-02-04 11:34:20,2025-02-04,2025-02,2018,473,Voice,Telecom Postpaid Care,"Cliente: Tengo una diferencia de cobro y quiero revisarla.
Cliente: Estoy molesto porque nadie me ha solucionado nada.
Agente: Me confirma su nombre y número por favor.
Agente: Lamento lo ocurrido, revisemos el caso.
Agente: ¿Me puede indicar más detalles del inconveniente?
Agente: Permanezca en línea mientras reviso su caso.
Total de silencio/hold detectado: 1:14
Agente: Dejé registrada la revisión del cobro y recibirá la regularización correspondiente."
conv_1183,c01183,2025-02-04 15:07:46,2025-02-04,2025-02,2007,538,Voice,Telecom Postpaid Care,"Cliente: La aplicación me da error cuando intento realizar el pago.
Agente: Me confirma su rut por favor.
Agente: ¿Qué mensaje le aparece exactamente?
Agente: Un momento por favor, voy a revisar su cuenta.
Total de silencio/hold detectado: 1:19
Agente: Voy a indicarle un método alternativo de pago mientras se revisa la incidencia digital.
Agente: Gracias por contactarnos, que tenga buen día."
conv_1184,c01184,2025-02-04 10:05:05,2025-02-04,2025-02,2006,618,Voice,Telecom Postpaid Care,"Agente: Hola, gracias por contactarte con servicio al cliente.
Cliente: Estoy tratando de pagar en la app y no me deja avanzar.
Agente: Necesito corroborar su información.
Agente: Entiendo su molestia y voy a ayudarle.
Agente: Un momento por favor, voy a revisar su cuenta.
Total de silencio/hold detectado: 2:10
Agente: Le compartiré una alternativa para completar el pago y registraré el problema de la aplicación."
conv_1185,c01185,2025-02-04 19:57:47,2025-02-04,2025-02,2028,496,Voice,Telecom Postpaid Care,"Cliente: Mi servicio está intermitente y no puedo navegar.
Agente: Me confirma su rut por favor.
Agente: Lamento lo ocurrido, revisemos el caso.
Agente: ¿Desde cuándo ocurre este problema?
Agente: Le pido unos segundos por favor.
Total de silencio/hold detectado: 0:20
Agente: Quedó generada la orden técnica para revisar la conectividad del servicio.
Agente: Gracias por contactarnos, que tenga buen día."
conv_1186,c01186,2025-02-04 12:16:29,2025-02-04,2025-02,2011,429,Voice,Telecom Postpaid Care,"Agente: Buenas tardes, gracias por llamar a soporte.
Cliente: Estoy consultando por el proceso de portabilidad del número.
Cliente: Gracias, quedo atento a la gestión.
Agente: Me confirma su nombre y número por favor.
Agente: Entiendo su molestia y voy a ayudarle.
Agente: ¿Me puede indicar más detalles del inconveniente?
Agente: Voy a informarle las condiciones y pasos del proceso de portabilidad."
conv_1187,c01187,2025-02-04 11:41:54,2025-02-04,2025-02,2018,396,Voice,Telecom Postpaid Care,"Cliente: Estoy consultando por el proceso de portabilidad del número.
Agente: Voy a validar sus datos antes de continuar.
Agente: Comprendo la situación, dame un momento.
Agente: Le detallaré la documentación y los plazos asociados a la portabilidad.
Agente: ¿Hay algo más en que pueda ayudarle? Hasta luego."
conv_1188,c01188,2025-02-04 13:17:08,2025-02-04,2025-02,2004,334,Voice,Telecom Postpaid Care,"Agente: Buenos días, gracias por comunicarte con atención al cliente.
Cliente: Necesito orientación general sobre mi servicio.
Agente: Necesito corroborar su información.
Agente: Comprendo la situación, dame un momento.
Agente: Le pido unos segundos por favor.
Total de silencio/hold detectado: 0:57
Agente: Voy a orientarle con la información de su cuenta y los pasos a seguir."
conv_1189,c01189,2025-02-04 10:05:52,2025-02-04,2025-02,2010,498,Voice,Telecom Postpaid Care,"Agente: Buenas tardes, gracias por llamar a soporte.
Cliente: Estoy consultando por el proceso de portabilidad del número.
Cliente: Gracias, quedo atento a la gestión.
Agente: Necesito corroborar su información.
Agente: Lamento lo ocurrido, revisemos el caso.
Agente: ¿Desde cuándo ocurre este problema?
Agente: Voy a informarle las condiciones y pasos del proceso de portabilidad.
Agente: Hasta luego y gracias por llamar."
conv_1190,c01190,2025-02-05 13:01:36,2025-02-05,2025-02,2006,551,Voice,Telecom Postpaid Care,"Agente: Buenos días, gracias por comunicarte con atención al cliente.
Cliente: Estoy consultando por el proceso de portabilidad del número.
Cliente: No me solucionan nada y me siguen cobrando mal.
Agente: Me confirma su nombre y número por favor.
Agente: Voy a informarle las condiciones y pasos del proceso de portabilidad.
Agente: Gracias por contactarnos, que tenga buen día."
conv_1191,c01191,2025-02-05 16:38:58,2025-02-05,2025-02,2009,532,Voice,Telecom Postpaid Care,"Cliente: No puedo pagar desde la app y necesito ayuda.
Agente: Me confirma su rut por favor.
Agente: Entiendo su molestia y voy a ayudarle.
Agente: Voy a indicarle un método alternativo de pago mientras se revisa la incidencia digital.
Agente: Gracias por contactarnos, que tenga buen día."
conv_1192,c01192,2025-02-05 08:00:08,2025-02-05,2025-02,2009,408,Voice,Telecom Postpaid Care,"Agente: Buenos días, gracias por comunicarte con atención al cliente.
Cliente: Necesito cambiar mi plan actual por uno más conveniente.
Agente: Le indicaré las alternativas disponibles para el cambio de plan."
conv_1193,c01193,2025-02-05 15:28:06,2025-02-05,2025-02,2019,209,Voice,Telecom Postpaid Care,"Agente: Hola, gracias por contactarte con servicio al cliente.
Cliente: Necesito orientación general sobre mi servicio.
Agente: Voy a validar sus datos antes de continuar.
Agente: Lamento lo ocurrido, revisemos el caso.
Agente: Le entregaré la información general solicitada y dejaré registro de la consulta.
Agente: Gracias por contactarnos, que tenga buen día."
conv_1194,c01194,2025-02-05 12:47:52,2025-02-05,2025-02,2030,602,Voice,Telecom Postpaid Care,"Agente: Buenas tardes, gracias por llamar a soporte.
Cliente: Mi servicio está intermitente y no puedo navegar.
Agente: Me confirma su rut por favor.
Agente: Comprendo la situación, dame un momento.
Agente: ¿Me puede indicar más detalles del inconveniente?
Agente: Registré una incidencia técnica y se escalará al área correspondiente."
conv_1195,c01195,2025-02-05 08:54:14,2025-02-05,2025-02,2008,373,Voice,Telecom Postpaid Care,"Agente: Buenas tardes, gracias por llamar a soporte.
Cliente: Quiero saber los requisitos para hacer la portabilidad.
Agente: Me confirma su rut por favor.
Agente: Lamento lo ocurrido, revisemos el caso.
Agente: Un momento por favor, voy a revisar su cuenta.
Total de silencio/hold detectado: 2:00
Agente: Voy a informarle las condiciones y pasos del proceso de portabilidad."
conv_1196,c01196,2025-02-05 18:52:39,2025-02-05,2025-02,2003,560,Voice,Telecom Postpaid Care,"Cliente: Necesito cambiar mi plan actual por uno más conveniente.
Agente: Me confirma su nombre y número por favor.
Agente: Entiendo su molestia y voy a ayudarle.
Agente: ¿Qué mensaje le aparece exactamente?
Agente: Voy a revisar las opciones comerciales y las condiciones del nuevo plan.
Agente: ¿Hay algo más en que pueda ayudarle? Hasta luego."
conv_1197,c01197,2025-02-05 13:14:58,2025-02-05,2025-02,2024,591,Voice,Telecom Postpaid Care,"Agente: Buenos días, gracias por comunicarte con atención al cliente.
Cliente: Me aparece un cobro que no reconozco en mi facturación.
Agente: Necesito corroborar su información.
Agente: Comprendo la situación, dame un momento.
Agente: ¿Me puede indicar más detalles del inconveniente?
Agente: Voy a ingresar un ajuste por facturación y quedará reflejado en su próximo estado de cuenta."
conv_1198,c01198,2025-02-05 17:56:24,2025-02-05,2025-02,2019,618,Voice,Telecom Postpaid Care,"Agente: Buenas tardes, gracias por llamar a soporte.
Cliente: Hola, me cobraron de más este mes en la boleta.
Agente: Lamento lo ocurrido, revisemos el caso.
Agente: ¿Desde cuándo ocurre este problema?
Agente: Dejé registrada la revisión del cobro y recibirá la regularización correspondiente.
Agente: Gracias por contactarnos, que tenga buen día."
conv_1199,c01199,2025-02-05 13:42:14,2025-02-05,2025-02,2022,602,Voice,Telecom Postpaid Care,"Agente: Buenas tardes, gracias por llamar a soporte.
Cliente: Estoy tratando de pagar en la app y no me deja avanzar.
Cliente: Gracias, quedo atento a la gestión.
Agente: Me confirma su rut por favor.
Agente: Lamento lo ocurrido, revisemos el caso.
Agente: ¿Qué mensaje le aparece exactamente?
Agente: Permanezca en línea mientras reviso su caso.
Total de silencio/hold detectado: 0:45
Agente: Le guiaré con una alternativa de pago y revisaré el error de la app."
conv_1200,c01200,2025-02-05 09:12:58,2025-02-05,2025-02,2007,750,Voice,Telecom Postpaid Care,"Cliente: No funciona internet desde ayer y estoy sin señal.
Cliente: Estoy bastante incómodo porque no me han dado solución.
Agente: Necesito corroborar su información.
Agente: Comprendo la situación, dame un momento.
Agente: ¿Qué mensaje le aparece exactamente?
Total de silencio/hold detectado: 2:11
Agente: Voy a dejar el caso en monitoreo técnico y recibirá una actualización.
Agente: ¿Hay algo más en que pueda ayudarle? Hasta luego."
conv_1201,c01201,2025-02-05 08:34:56,2025-02-05,2025-02,2007,501,Voice,Telecom Postpaid Care,"Cliente: No funciona internet desde ayer y estoy sin señal.
Cliente: No me solucionan nada y me siguen cobrando mal.
Agente: Necesito corroborar su información.
Agente: Entiendo su molestia y voy a ayudarle.
Agente: ¿Qué mensaje le aparece exactamente?
Total de silencio/hold detectado: 1:00
Agente: Registré una incidencia técnica y se escalará al área correspondiente.
Agente: ¿Hay algo más en que pueda ayudarle? Hasta luego."
conv_1202,c01202,2025-02-05 12:06:12,2025-02-05,2025-02,2003,497,Voice,Telecom Postpaid Care,"Agente: Buenas tardes, gracias por llamar a soporte.
Cliente: Necesito dar de baja el plan porque ya no lo usaré.
Agente: Comprendo la situación, dame un momento.
Agente: ¿Desde cuándo ocurre este problema?
Agente: Un momento por favor, voy a revisar su cuenta.
Total de silencio/hold detectado: 1:25
Agente: Quedó ingresada la gestión de cancelación con la información del proceso."
conv_1203,c01203,2025-02-05 16:32:32,2025-02-05,2025-02,2006,385,Voice,Telecom Postpaid Care,"Agente: Buenas tardes, gracias por llamar a soporte.
Cliente: La línea presenta fallas y se corta a cada rato.
Agente: Voy a validar sus datos antes de continuar.
Agente: Lamento lo ocurrido, revisemos el caso.
Agente: ¿Qué mensaje le aparece exactamente?
Agente: Un momento por favor, voy a revisar su cuenta.
Total de silencio/hold detectado: 1:44
Agente: Quedó generada la orden técnica para revisar la conectividad del servicio.
Agente: Hasta luego y gracias por llamar."
conv_1204,c01204,2025-02-05 10:47:08,2025-02-05,2025-02,2020,476,Voice,Telecom Postpaid Care,"Agente: Buenas tardes, gracias por llamar a soporte.
Cliente: Estoy evaluando cambiar de plan este mes.
Agente: Entiendo su molestia y voy a ayudarle.
Agente: ¿Qué mensaje le aparece exactamente?
Agente: Le pido unos segundos por favor.
Total de silencio/hold detectado: 0:44
Agente: Voy a revisar las opciones comerciales y las condiciones del nuevo plan.
Agente: Hasta luego y gracias por llamar."
conv_1205,c01205,2025-02-05 17:29:43,2025-02-05,2025-02,2015,455,Voice,Telecom Postpaid Care,"Agente: Buenas tardes, gracias por llamar a soporte.
Cliente: La aplicación me da error cuando intento realizar el pago.
Agente: Necesito corroborar su información.
Agente: Entiendo su molestia y voy a ayudarle.
Agente: ¿Desde cuándo ocurre este problema?
Agente: Permanezca en línea mientras reviso su caso.
Total de silencio/hold detectado: 0:41
Agente: Voy a derivar el caso al área especializada para continuar con la gestión.
Agente: Hasta luego y gracias por llamar."
conv_1206,c01206,2025-02-05 14:04:00,2025-02-05,2025-02,2017,554,Voice,Telecom Postpaid Care,"Agente: Hola, gracias por contactarte con servicio al cliente.
Cliente: No puedo pagar desde la app y necesito ayuda.
Agente: Necesito corroborar su información.
Agente: ¿Qué mensaje le aparece exactamente?
Agente: Permanezca en línea mientras reviso su caso.
Agente: Permanezca en línea mientras reviso su caso.
Agente: Un momento por favor, voy a revisar su cuenta.
Total de silencio/hold detectado: 0:34
Agente: Voy a indicarle un método alternativo de pago mientras se revisa la incidencia digital."
conv_1207,c01207,2025-02-05 13:39:35,2025-02-05,2025-02,2015,413,Voice,Telecom Postpaid Care,"Agente: Hola, gracias por contactarte con servicio al cliente.
Cliente: Estoy tratando de pagar en la app y no me deja avanzar.
Cliente: Gracias, quedo atento a la gestión.
Agente: Lamento lo ocurrido, revisemos el caso.
Agente: ¿Me puede indicar más detalles del inconveniente?
Agente: Un momento por favor, voy a revisar su cuenta.
Total de silencio/hold detectado: 1:00
Agente: Le guiaré con una alternativa de pago y revisaré el error de la app.
Agente: ¿Hay algo más en que pueda ayudarle? Hasta luego."
conv_1208,c01208,2025-02-05 16:23:17,2025-02-05,2025-02,2003,368,Voice,Telecom Postpaid Care,"Cliente: Quiero saber los requisitos para hacer la portabilidad.
Cliente: Perfecto, por favor indíqueme los pasos.
Agente: Voy a validar sus datos antes de continuar.
Agente: Entiendo su molestia y voy a ayudarle.
Agente: ¿Desde cuándo ocurre este problema?
Agente: Le explicaré los requisitos y tiempos para la portabilidad.
Agente: Gracias por contactarnos, que tenga buen día."
conv_1209,c01209,2025-02-05 16:43:43,2025-02-05,2025-02,2004,521,Voice,Telecom Postpaid Care,"Agente: Buenas tardes, gracias por llamar a soporte.
Cliente: Necesito información porque quiero portar mi línea.
Agente: Necesito corroborar su información.
Agente: Entiendo su molestia y voy a ayudarle.
Agente: ¿Me puede indicar más detalles del inconveniente?
Agente: Un momento por favor, voy a revisar su cuenta.
Total de silencio/hold detectado: 0:25
Agente: Voy a informarle las condiciones y pasos del proceso de portabilidad.
Agente: Hasta luego y gracias por llamar."
conv_1210,c01210,2025-02-05 15:51:05,2025-02-05,2025-02,2021,780,Voice,Telecom Postpaid Care,"Cliente: Mi servicio está intermitente y no puedo navegar.
Agente: Voy a validar sus datos antes de continuar.
Agente: Lamento lo ocurrido, revisemos el caso.
Agente: Le pido unos segundos por favor.
Total de silencio/hold detectado: 0:26
Agente: Quedó generada la orden técnica para revisar la conectividad del servicio.
Agente: Gracias por contactarnos, que tenga buen día."
conv_1211,c01211,2025-02-05 16:09:24,2025-02-05,2025-02,2012,677,Voice,Telecom Postpaid Care,"Agente: Buenas tardes, gracias por llamar a soporte.
Cliente: Estoy evaluando terminar el servicio este mes.
Cliente: No me solucionan nada y me siguen cobrando mal.
Agente: Me confirma su rut por favor.
Agente: Voy a dejar registrada la solicitud de baja y le informaré los plazos."
conv_1212,c01212,2025-02-05 09:04:54,2025-02-05,2025-02,2027,525,Voice,Telecom Postpaid Care,"Cliente: Hola, me cobraron de más este mes en la boleta.
Cliente: Ya llamé antes y sigo con el mismo problema.
Agente: Me confirma su nombre y número por favor.
Agente: Entiendo su molestia y voy a ayudarle.
Agente: ¿Me puede indicar más detalles del inconveniente?
Total de silencio/hold detectado: 2:10
Agente: Dejé registrada la revisión del cobro y recibirá la regularización correspondiente.
Agente: Gracias por contactarnos, que tenga buen día."
conv_1213,c01213,2025-02-05 10:02:04,2025-02-05,2025-02,2020,483,Voice,Telecom Postpaid Care,"Agente: Buenos días, gracias por comunicarte con atención al cliente.
Cliente: Llamo por el estado de mi reclamo anterior.
Cliente: Entiendo, necesito resolverlo hoy si es posible.
Agente: Lamento lo ocurrido, revisemos el caso.
Agente: ¿Me puede indicar más detalles del inconveniente?
Agente: Permanezca en línea mientras reviso su caso.
Total de silencio/hold detectado: 0:57
Agente: Voy a validar el reclamo anterior y dejaré registrada la actualización del caso.
Agente: Hasta luego y gracias por llamar."
conv_1214,c01214,2025-02-05 17:04:12,2025-02-05,2025-02,2003,542,Voice,Telecom Postpaid Care,"Cliente: No puedo pagar desde la app y necesito ayuda.
Cliente: Perfecto, por favor indíqueme los pasos.
Agente: Voy a indicarle un método alternativo de pago mientras se revisa la incidencia digital.
Agente: ¿Hay algo más en que pueda ayudarle? Hasta luego."
conv_1215,c01215,2025-02-05 14:02:46,2025-02-05,2025-02,2019,598,Voice,Telecom Postpaid Care,"Agente: Buenas tardes, gracias por llamar a soporte.
Cliente: No funciona internet desde ayer y estoy sin señal.
Agente: Me confirma su nombre y número por favor.
Agente: Lamento lo ocurrido, revisemos el caso.
Agente: ¿Qué mensaje le aparece exactamente?
Agente: Voy a dejar el caso en monitoreo técnico y recibirá una actualización."
conv_1216,c01216,2025-02-05 11:01:55,2025-02-05,2025-02,2010,395,Voice,Telecom Postpaid Care,"Cliente: Necesito orientación general sobre mi servicio.
Agente: Necesito corroborar su información.
Agente: Comprendo la situación, dame un momento.
Agente: ¿Me puede indicar más detalles del inconveniente?
Agente: Le entregaré la información general solicitada y dejaré registro de la consulta.
Agente: Hasta luego y gracias por llamar."
conv_1217,c01217,2025-02-05 12:39:10,2025-02-05,2025-02,2009,565,Voice,Telecom Postpaid Care,"Cliente: Mi servicio está intermitente y no puedo navegar.
Cliente: Estoy bastante incómodo porque no me han dado solución.
Agente: ¿Desde cuándo ocurre este problema?
Agente: Voy a dejar el caso en monitoreo técnico y recibirá una actualización.
Agente: ¿Hay algo más en que pueda ayudarle? Hasta luego."
conv_1218,c01218,2025-02-05 17:45:27,2025-02-05,2025-02,2026,381,Voice,Telecom Postpaid Care,"Agente: Buenas tardes, gracias por llamar a soporte.
Cliente: Hola, me cobraron de más este mes en la boleta.
Agente: Entiendo su molestia y voy a ayudarle.
Agente: ¿Qué mensaje le aparece exactamente?
Agente: Dejé registrada la revisión del cobro y recibirá la regularización correspondiente.
Agente: Hasta luego y gracias por llamar."
conv_1219,c01219,2025-02-05 14:28:37,2025-02-05,2025-02,2016,423,Voice,Telecom Postpaid Care,"Cliente: Quiero saber los requisitos para hacer la portabilidad.
Agente: Entiendo su molestia y voy a ayudarle.
Total de silencio/hold detectado: 1:08
Agente: Le explicaré los requisitos y tiempos para la portabilidad.
Agente: ¿Hay algo más en que pueda ayudarle? Hasta luego."
conv_1220,c01220,2025-02-05 17:19:37,2025-02-05,2025-02,2026,549,Voice,Telecom Postpaid Care,"Agente: Buenos días, gracias por comunicarte con atención al cliente.
Cliente: No puedo pagar desde la app y necesito ayuda.
Cliente: Gracias, quedo atento a la gestión.
Agente: Me confirma su rut por favor.
Agente: Entiendo su molestia y voy a ayudarle.
Agente: ¿Qué mensaje le aparece exactamente?
Agente: Voy a indicarle un método alternativo de pago mientras se revisa la incidencia digital.
Agente: ¿Hay algo más en que pueda ayudarle? Hasta luego."
conv_1221,c01221,2025-02-05 12:32:54,2025-02-05,2025-02,2012,536,Voice,Telecom Postpaid Care,"Agente: Buenas tardes, gracias por llamar a soporte.
Cliente: Necesito dar de baja el plan porque ya no lo usaré.
Agente: Le pido unos segundos por favor.
Total de silencio/hold detectado: 0:41
Agente: Quedó ingresada la gestión de cancelación con la información del proceso."
